Time,leRatio,reRatio,Ratio
1.7180961119457385e+18,3.1277817807392716,3.1048102588233992,3.1162960197813354
1.7180961119749356e+18,2.9427877939124323,2.9353770381612625,2.9390824160368476
1.718096112007205e+18,3.1277817807392716,3.1103584201689216,3.1190701004540964
1.718096112060316e+18,3.1277817807392716,3.100488158326584,3.1141349695329277
1.7180961120920008e+18,2.771307824624239,2.9353770381612625,2.8533424313927505
1.718096112131689e+18,2.9427877939124323,3.0302610039111846,2.9865243989118087
1.7180961121724157e+18,2.9441551916519484,2.9353770381612625,2.9397661149066057
1.718096112205447e+18,3.063431961806135,3.1622776601683795,3.1128548109872574
1.7180961122404396e+18,2.9441551916519484,2.9353770381612625,2.9397661149066057
1.7180961122736356e+18,2.9335659407333434,2.9353770381612625,2.934471489447303
1.7180961123038228e+18,2.9427877939124323,3.1048102588233992,3.0237990263679158
1.7180961123358625e+18,3.415938970949926,3.324912911875984,3.3704259414129547
1.7180961123630638e+18,3.3099177566150426,3.4618572989869505,3.3858875278009966
1.7180961123971753e+18,3.971901307938051,3.6033017891627925,3.7876015485504215
1.7180961124269752e+18,3.6789987560658077,3.3333333333333335,3.5061660446995706
1.7180961124593661e+18,3.6477023568373057,3.4696486188750497,3.5586754878561777
1.7180961124907302e+18,3.515813809854289,3.3982461539854527,3.457029981919871
1.7180961125239752e+18,3.5915746245934623,3.2782283501732805,3.4349014873833714
1.718096112572251e+18,3.5031684728417543,3.4251579988481073,3.464163235844931
1.7180961126012244e+18,3.4921721424049745,3.200127548478437,3.3461498454417056
1.7180961126343803e+18,3.259403525218408,3.1048102588233992,3.1821068920209035
1.718096112664698e+18,3.1956633350438213,2.9406224296860355,3.0681428823649286
1.7180961126943455e+18,2.9335659407333434,2.9988582302155447,2.966212085474444
1.71809611272754e+18,2.880277764383151,2.9937148773928506,2.9369963208880008
1.7180961127597647e+18,2.9335659407333434,2.9988582302155447,2.966212085474444
1.7180961127927956e+18,2.880277764383151,2.9937148773928506,2.9369963208880008
1.7180961128157978e+18,3.1277817807392716,2.9353770381612625,3.0315794094502673
1.718096112854786e+18,2.9335659407333434,2.872138633121468,2.9028522869274056
1.7180961128950065e+18,2.9972324717356438,2.9353770381612625,2.966304754948453
1.7180961129250276e+18,2.726566284004043,2.9353770381612625,2.8309716610826525
1.7180961129649024e+18,2.9427877939124323,2.9353770381612625,2.9390824160368476
1.71809611299884e+18,2.890674661735561,2.9976265819069523,2.9441506218212568
1.7180961130278377e+18,2.9972324717356438,3.026042680890232,3.011637576312938
1.7180961130558692e+18,2.7853199308944245,2.9937148773928506,2.8895174041436373
1.7180961130834616e+18,2.771307824624239,2.9353770381612625,2.8533424313927505
1.7180961131150746e+18,2.831025588431327,2.9353770381612625,2.883201313296295
1.7180961131529882e+18,2.9335659407333434,3.0302610039111846,2.981913472322264
1.7180961131771922e+18,2.95296461204668,2.9353770381612625,2.9441708251039715
1.7180961132084854e+18,3.3406277575379435,3.3297381223307565,3.33518293993435
1.7180961132404268e+18,3.8392350836328397,3.913881875782612,3.876558479707726
1.7180961132714504e+18,3.850813826100617,4.298479158600525,4.0746464923505705
1.7180961133188114e+18,3.692823130771258,3.9179482476594276,3.805385689215343
1.718096113347049e+18,3.7022974447532913,4.2135313163481,3.9579143805506956
1.7180961134029192e+18,3.4681086744474685,3.761257611960315,3.6146831432038917
1.7180961134328842e+18,3.4681086744474685,3.761257611960315,3.6146831432038917
1.7180961134618877e+18,3.1407408988430037,3.324912911875984,3.232826905359494
1.718096113490892e+18,3.1407408988430037,3.2045885469279893,3.1726647228854965
1.7180961135209234e+18,3.1407408988430037,2.9700450978413913,3.0553929983421977
1.7180961135598756e+18,3.1390720897911315,3.100488158326584,3.119780124058858
1.718096113588875e+18,3.1390720897911315,3.288564302611976,3.2138181962015535
1.718096113618846e+18,3.1390720897911315,3.2931485824673774,3.2161103361292547
1.7180961136478684e+18,2.9427877939124323,3.2931485824673774,3.117968188189905
1.7180961136780833e+18,3.0075975717384416,3.2639027596559607,3.135750165697201
1.7180961137266217e+18,3.0075975717384416,3.026042680890232,3.016820126314337
1.7180961137556227e+18,3.206714653336734,3.026042680890232,3.1163786671134828
1.718096113781621e+18,3.1407408988430037,3.288564302611976,3.21465260072749
1.7180961138266207e+18,3.1407408988430037,3.288564302611976,3.21465260072749
1.7180961138546202e+18,2.95296461204668,3.288564302611976,3.120764457329328
1.7180961138846467e+18,2.9644561052577587,3.2639027596559607,3.1141794324568597
1.7180961139164378e+18,2.9427877939124323,3.026042680890232,2.984415237401332
1.7180961139481836e+18,3.206714653336734,3.200127548478437,3.2034211009075855
1.7180961139878216e+18,3.4681086744474685,3.5337015482528167,3.500905111350143
1.7180961140100554e+18,3.249765469961809,3.6055512754639896,3.4276583727128993
1.718096114044808e+18,3.850813826100617,3.933166492499157,3.891990159299887
1.7180961140746276e+18,3.4681086744474685,3.605551275463989,3.5368299749557286
1.7180961141075904e+18,3.4681086744474685,3.827053888229774,3.6475812813386215
1.7180961141499238e+18,3.48010216963685,3.827053888229774,3.653578028933312
1.7180961141862019e+18,3.515813809854289,3.761257611960315,3.638535710907302
1.7180961142253555e+18,3.206714653336734,3.6019568659617103,3.4043357596492223
1.718096114248354e+18,3.2696669019159335,3.4696486188750497,3.3696577603954916
1.718096114279355e+18,3.352180395214711,3.6019568659617103,3.4770686305882106
1.7180961143124293e+18,3.1390720897911315,3.392517400386711,3.2657947450889213
1.7180961143469486e+18,3.219193617533716,3.200127548478437,3.2096605830060767
1.7180961143866824e+18,3.1407408988430037,3.200127548478437,3.1704342236607204
1.7180961144221919e+18,3.074489988239156,3.1033480679371483,3.088919028088152
1.7180961144523617e+18,2.9644561052577587,3.1969373098741403,3.0806967075659495
1.7180961144865403e+18,3.1529631254723287,3.100488158326584,3.1267256418994567
1.7180961145150735e+18,3.1407408988430037,3.1969373098741403,3.1688391043585717
1.7180961145504264e+18,3.151818881876137,3.026042680890232,3.0889307813831843
1.718096114588923e+18,3.1390720897911315,3.281499709484619,3.210285899637875
1.718096114637814e+18,3.1407408988430037,3.1969373098741403,3.1688391043585717
1.7180961146710392e+18,3.074489988239156,3.392517400386711,3.2335036943129336
1.7180961147080013e+18,3.1407408988430037,3.136356914300021,3.138548906571512
1.7180961147390272e+18,3.4066927591955745,3.9861830329795183,3.6964378960875464
1.7180961147692739e+18,3.5915746245934623,4.0150722744587695,3.8033234495261157
1.7180961148016507e+18,3.394439898160258,3.9357252045723468,3.6650825513663023
1.7180961148431995e+18,3.515813809854289,3.827053888229774,3.6714338490420317
1.718096114872398e+18,3.4681086744474685,3.8294430595507576,3.648775866999113
1.7180961149144568e+18,3.3406277575379435,3.758910981215953,3.549769369376948
1.718096114945699e+18,3.2696669019159335,3.655285366576885,3.462476134246409
1.7180961149771372e+18,3.1407408988430037,3.494944083435594,3.3178424911392987
1.7180961150073997e+18,3.151818881876137,3.2045885469279893,3.178203714402063
1.7180961150378235e+18,3.074489988239156,3.392517400386711,3.2335036943129336
1.7180961150694308e+18,3.1407408988430037,3.392517400386711,3.2666291496148574
1.7180961151028687e+18,3.206714653336734,3.2931485824673774,3.249931617902056
1.718096115134097e+18,3.1390720897911315,3.200127548478437,3.1695998191347843
1.7180961151645486e+18,3.1407408988430037,3.136356914300021,3.138548906571512
1.7180961151958198e+18,2.95296461204668,3.200127548478437,3.076546080262559
1.7180961152259604e+18,3.0075975717384416,3.200127548478437,3.103862560108439
1.7180961152575555e+18,2.95296461204668,3.1969373098741403,3.07495096096041
1.7180961152895532e+18,2.890674661735561,3.136356914300021,3.0135157880177914
1.7180961153227645e+18,3.1407408988430037,3.200127548478437,3.1704342236607204
1.7180961153528963e+18,2.9441551916519484,3.133101742780187,3.0386284672160677
1.71809611538295e+18,3.1407408988430037,3.133101742780187,3.136921320811595
1.7180961154159885e+18,3.6751665697038134,3.8316482957625926,3.753407432733203
1.7180961154641178e+18,3.9849717690342543,3.904344047215152,3.944657908124703
1.7180961154911468e+18,3.919221111094277,3.6768082515843705,3.798014681339324
1.7180961155244575e+18,3.6477023568373057,3.6768082515843705,3.662255304210838
1.7180961155534313e+18,3.4921721424049745,3.5337015482528167,3.5129368453288956
1.7180961155824584e+18,3.1277817807392716,3.268276709989719,3.1980292453644954
1.7180961156134574e+18,2.9335659407333434,3.08634856185355,3.0099572512934465
1.7180961156585405e+18,3.129916946261951,3.2639027596559607,3.1969098529589557
1.7180961156877356e+18,3.129916946261951,3.08634856185355,3.108132754057751
1.7180961157455347e+18,3.129916946261951,3.08634856185355,3.108132754057751
1.7180961157737418e+18,3.1277817807392716,3.200127548478437,3.1639546646088546
1.7180961158057121e+18,3.1390720897911315,3.2639027596559607,3.2014874247235463
1.7180961158337116e+18,3.1390720897911315,3.200127548478437,3.1695998191347843
1.7180961158683658e+18,3.1390720897911315,3.200127548478437,3.1695998191347843
1.718096115899394e+18,3.1390720897911315,3.200127548478437,3.1695998191347843
1.7180961159316792e+18,3.1407408988430037,3.1969373098741403,3.1688391043585717
1.7180961159629115e+18,3.074489988239156,3.1969373098741403,3.1357136490566484
1.7180961159941292e+18,3.1407408988430037,3.200127548478437,3.1704342236607204
1.7180961160253012e+18,3.2814693716555396,3.324912911875984,3.303191141765762
1.7180961160567212e+18,3.360341038033475,3.136356914300021,3.2483489761667483
1.7180961160900657e+18,3.971901307938051,3.761257611960315,3.866579459949183
1.7180961161352694e+18,3.9849717690342543,3.8355918325445355,3.910281800789395
1.7180961161641892e+18,4.0,3.467569532329303,3.7337847661646517
1.7180961161964593e+18,3.4546940881362493,3.467569532329303,3.461131810232776
1.7180961162295304e+18,3.287979746107146,3.1969373098741403,3.2424585279906433
1.718096116261525e+18,3.6872605564238206,3.4696486188750497,3.578454587649435
1.7180961162954017e+18,3.757184897787755,3.3891353664482176,3.5731601321179864
1.7180961163239654e+18,3.2696669019159335,3.288564302611976,3.2791156022639547
1.7180961163571837e+18,3.2696669019159335,3.200127548478437,3.2348972251971855
1.7180961163845094e+18,3.2696669019159335,3.200127548478437,3.2348972251971855
1.718096116419465e+18,3.074489988239156,3.200127548478437,3.1373087683587966
1.7180961164554877e+18,3.1390720897911315,3.288564302611976,3.2138181962015535
1.7180961164934879e+18,3.1390720897911315,3.2931485824673774,3.2161103361292547
1.7180961165314647e+18,2.9972324717356438,3.0302610039111846,3.013746737823414
1.7180961165692477e+18,3.074489988239156,3.0302610039111846,3.0523754960751703
1.718096116609796e+18,3.1407408988430037,3.026042680890232,3.083391789866618
1.7180961166408614e+18,2.880277764383151,3.100488158326584,2.9903829613548676
1.718096116669993e+18,2.9335659407333434,3.100488158326584,3.017027049529964
1.7180961167063647e+18,2.890674661735561,3.1048102588233992,2.99774246027948
1.71809611672752e+18,2.9441551916519484,3.100488158326584,3.022321674989266
1.7180961167647066e+18,2.95296461204668,3.100488158326584,3.026726385186632
1.7180961167949778e+18,3.1277817807392716,3.1048102588233992,3.1162960197813354
1.71809611683281e+18,2.9441551916519484,3.08634856185355,3.015251876752749
1.7180961168648056e+18,3.1277817807392716,3.288564302611976,3.208173041675624
1.7180961168977935e+18,2.890674661735561,3.0904845721198724,2.990579616927717
1.718096116923022e+18,3.1277817807392716,3.100488158326584,3.1141349695329277
1.7180961169657864e+18,3.1277817807392716,3.100488158326584,3.1141349695329277
1.7180961169998966e+18,3.129916946261951,3.2931485824673774,3.211532764364664
1.7180961170327695e+18,2.9335659407333434,2.965741127940233,2.9496535343367882
1.7180961170662262e+18,3.2814693716555396,3.605551275463989,3.4435103235597646
1.7180961170952259e+18,3.850813826100617,4.017578822788103,3.93419632444436
1.718096117127743e+18,3.4681086744474685,3.761257611960315,3.6146831432038917
1.718096117157723e+18,3.6477023568373057,4.0150722744587695,3.831387315648038
1.718096117188986e+18,3.864130801268905,4.0150722744587695,3.939601537863837
1.7180961172219773e+18,3.2814693716555396,3.913881875782612,3.597675623719076
1.7180961172522775e+18,3.074489988239156,3.324912911875984,3.19970145005757
1.71809611728474e+18,3.0075975717384416,3.136356914300021,3.0719772430192314
1.7180961173179907e+18,2.9441551916519484,3.288564302611976,3.116359747131962
1.7180961173520172e+18,2.9441551916519484,3.100488158326584,3.022321674989266
1.7180961173951956e+18,3.0075975717384416,3.0904845721198724,3.0490410719291567
1.7180961174245274e+18,2.9441551916519484,3.2045885469279893,3.074371869289969
1.718096117455518e+18,2.95296461204668,3.100488158326584,3.026726385186632
1.7180961174875827e+18,2.9441551916519484,3.100488158326584,3.022321674989266
1.7180961175188764e+18,2.95296461204668,3.026042680890232,2.989503646468456
1.7180961175547044e+18,3.1390720897911315,3.288564302611976,3.2138181962015535
1.7180961175819743e+18,2.9441551916519484,3.1048102588233992,3.024482725237674
1.7180961176114642e+18,2.95296461204668,3.2931485824673774,3.1230565972570288
1.7180961176424133e+18,2.9441551916519484,3.100488158326584,3.022321674989266
1.7180961176735142e+18,2.9441551916519484,3.288564302611976,3.116359747131962
1.7180961177204398e+18,2.9441551916519484,3.1048102588233992,3.024482725237674
1.718096117751899e+18,3.1390720897911315,3.2852859005383173,3.2121789951647246
1.7180961177953887e+18,3.360341038033475,3.4287166055210236,3.394528821777249
1.718096117834015e+18,3.275626616348348,3.321462041291925,3.298544328820136
1.7180961178605878e+18,3.971901307938051,3.758910981215953,3.865406144577002
1.7180961178939267e+18,3.8832975677895196,3.758910981215953,3.821104274502736
1.718096117922463e+18,3.5557435371397115,3.3891353664482176,3.4724394517939645
1.7180961179569016e+18,3.757184897787755,3.6055512754639896,3.6813680866258722
1.7180961179900516e+18,3.348254890358679,3.288564302611976,3.3184095964853277
1.718096118012054e+18,3.348254890358679,3.288564302611976,3.3184095964853277
1.7180961180469844e+18,3.074489988239156,3.1048102588233992,3.0896501235312774
1.718096118078111e+18,3.1390720897911315,3.0302610039111846,3.084666546851158
1.7180961181100506e+18,2.9441551916519484,2.9292196689310384,2.936687430291493
1.7180961181505556e+18,2.9335659407333434,3.026042680890232,2.9798043108117875
1.7180961181875415e+18,3.1390720897911315,3.026042680890232,3.0825573853406816
1.7180961182271567e+18,2.880277764383151,3.100488158326584,2.9903829613548676
1.71809611825117e+18,3.1390720897911315,3.100488158326584,3.119780124058858
1.7180961182828718e+18,3.1390720897911315,3.100488158326584,3.119780124058858
1.7180961183098737e+18,3.1277817807392716,3.100488158326584,3.1141349695329277
1.7180961183442862e+18,3.1277817807392716,3.288564302611976,3.208173041675624
1.7180961183884122e+18,2.9335659407333434,3.2931485824673774,3.1133572616003606
1.7180961184188396e+18,2.890674661735561,3.100488158326584,2.9955814100310727
1.7180961184380736e+18,3.074489988239156,3.100488158326584,3.08748907328287
1.7180961184693599e+18,3.1277817807392716,3.1409084867994768,3.134345133769374
1.7180961185008264e+18,3.4681086744474685,3.761257611960315,3.6146831432038917
1.7180961185480325e+18,3.713463197232127,4.210791995666519,3.9621275964493234
1.7180961185820068e+18,3.7022974447532913,4.301162633521314,4.0017300391373025
1.7180961186258038e+18,3.4681086744474685,4.298479158600525,3.883293916523997
1.71809611865645e+18,3.4681086744474685,3.911365552822298,3.6897371136348833
1.7180961186899105e+18,3.515813809854289,3.827053888229774,3.6714338490420317
1.7180961187203064e+18,3.1407408988430037,3.659083066683358,3.3999119827631805
1.718096118750118e+18,2.9644561052577587,3.392517400386711,3.178486752822235
1.7180961187890542e+18,3.019301669693525,3.0302610039111846,3.024781336802355
1.7180961188174812e+18,3.074489988239156,3.200127548478437,3.1373087683587966
1.7180961188478144e+18,3.1407408988430037,3.200127548478437,3.1704342236607204
1.7180961189005686e+18,2.95296461204668,3.200127548478437,3.076546080262559
1.7180961189245437e+18,3.074489988239156,3.498431704384681,3.2864608463119183
1.7180961189578534e+18,3.1529631254723287,3.288564302611976,3.2207637140421523
1.7180961189860132e+18,2.9561104870451405,3.200127548478437,3.0781190177617885
1.7180961190171377e+18,3.0869745325651587,3.288564302611976,3.1877694175885676
1.7180961190583066e+18,2.9561104870451405,3.100488158326584,3.0282993226858625
1.7180961190825687e+18,2.9644561052577587,3.2852859005383173,3.124871002898038
1.7180961191127887e+18,3.1407408988430037,3.133101742780187,3.136921320811595
1.7180961191444227e+18,3.1390720897911315,3.2852859005383173,3.2121789951647246
1.718096119174693e+18,2.9561104870451405,3.2852859005383173,3.120698193791729
1.7180961192203382e+18,3.360341038033475,3.3891353664482176,3.374738202240846
1.7180961192519508e+18,3.074489988239156,3.3891353664482176,3.2318126773436866
1.7180961192997268e+18,4.0,3.6768082515843705,3.8384041257921853
1.7180961193268977e+18,3.6872605564238206,3.6760731104690385,3.6816668334464295
1.718096119359138e+18,3.435921354681384,3.536893465262332,3.486407409971858
1.7180961193891894e+18,3.919221111094277,3.467569532329303,3.6933953217117903
1.718096119419808e+18,3.6751665697038134,3.659083066683358,3.6671248181935856
1.7180961194551222e+18,2.890674661735561,2.9292196689310384,2.9099471653333
1.718096119482235e+18,3.348254890358679,3.288564302611976,3.3184095964853277
1.7180961195109868e+18,3.1390720897911315,3.2639027596559607,3.2014874247235463
1.7180961195424678e+18,3.1277817807392716,3.136356914300021,3.1320693475196464
1.7180961195731884e+18,2.880277764383151,3.100488158326584,2.9903829613548676
1.718096119617938e+18,3.1390720897911315,3.026042680890232,3.0825573853406816
1.7180961196353352e+18,3.1390720897911315,3.100488158326584,3.119780124058858
1.7180961196995569e+18,2.9441551916519484,3.100488158326584,3.022321674989266
1.7180961197314212e+18,3.1277817807392716,3.288564302611976,3.208173041675624
1.7180961197619213e+18,2.9441551916519484,3.026042680890232,2.9850989362710902
1.7180961197941204e+18,3.1390720897911315,3.2230313424605037,3.1810517161258174
1.7180961198246285e+18,3.1390720897911315,3.026042680890232,3.0825573853406816
1.718096119857237e+18,3.1390720897911315,3.288564302611976,3.2138181962015535
1.7180961198974835e+18,3.427179909222379,3.321462041291925,3.374320975257152
1.71809611992452e+18,3.4401045807689075,3.321462041291925,3.380783311030416
1.7180961199574917e+18,3.735757266330506,3.6033017891627925,3.6695295277466493
1.718096119986484e+18,4.016964027720437,3.904344047215152,3.9606540374677945
1.7180961200144847e+18,3.3259368109005156,3.1622776601683795,3.2441072355344476
1.7180961200615058e+18,4.07332787779231,3.7275252439714532,3.9004265608818818
1.7180961200925315e+18,3.5031684728417543,3.7297601948531636,3.6164643338474587
1.7180961201402993e+18,3.074489988239156,3.288564302611976,3.181527145425566
1.7180961201683034e+18,3.1277817807392716,3.2045885469279893,3.1661851638336307
1.7180961201985126e+18,3.1277817807392716,3.08634856185355,3.107065171296411
1.718096120236993e+18,2.9441551916519484,3.100488158326584,3.022321674989266
1.7180961202682115e+18,2.890674661735561,3.100488158326584,2.9955814100310727
1.718096120298444e+18,3.1390720897911315,3.0904845721198724,3.114778330955502
1.718096120330444e+18,3.1390720897911315,3.026042680890232,3.0825573853406816
1.718096120364242e+18,2.9441551916519484,3.0904845721198724,3.0173198818859106
1.7180961203862372e+18,3.1390720897911315,3.200127548478437,3.1695998191347843
1.7180961204092375e+18,2.9441551916519484,3.026042680890232,2.9850989362710902
1.7180961204522703e+18,3.1390720897911315,3.026042680890232,3.0825573853406816
1.7180961204842511e+18,2.890674661735561,3.1048102588233992,2.99774246027948
1.7180961205323034e+18,3.1277817807392716,3.100488158326584,3.1141349695329277
1.7180961205634831e+18,3.360341038033475,3.324912911875984,3.3426269749547295
1.718096120596468e+18,3.1407408988430037,3.1409084867994768,3.14082469282124
1.7180961206256456e+18,3.5031684728417543,3.605551275463989,3.5543598741528717
1.7180961206592468e+18,3.394439898160258,4.298479158600525,3.8464595283803913
1.7180961206903365e+18,3.7022974447532913,4.076848004914141,3.889572724833716
1.7180961207226115e+18,3.850813826100617,4.297584294604444,4.07419906035253
1.7180961207529021e+18,3.713463197232127,3.751422494428922,3.7324428458305245
1.718096120784355e+18,3.48010216963685,3.761257611960315,3.6206798907985824
1.718096120815192e+18,3.1407408988430037,3.324912911875984,3.232826905359494
1.7180961208463905e+18,3.1529631254723287,3.288564302611976,3.2207637140421523
1.7180961208850273e+18,2.9644561052577587,3.0904845721198724,3.0274703386888158
1.7180961209153964e+18,3.0869745325651587,3.200127548478437,3.143551040521798
1.718096120961566e+18,3.206714653336734,3.288564302611976,3.2476394779743547
1.7180961209905718e+18,3.1407408988430037,3.288564302611976,3.21465260072749
1.7180961210187983e+18,3.1407408988430037,3.288564302611976,3.21465260072749
1.7180961210439386e+18,3.1390720897911315,3.288564302611976,3.2138181962015535
1.7180961210749832e+18,2.95296461204668,3.2931485824673774,3.1230565972570288
1.7180961211253056e+18,2.95296461204668,3.100488158326584,3.026726385186632
1.7180961211598031e+18,3.074489988239156,3.026042680890232,3.050266334564694
1.718096121189216e+18,3.1407408988430037,3.100488158326584,3.120614528584794
1.7180961212202348e+18,2.95296461204668,3.288564302611976,3.120764457329328
1.718096121251673e+18,3.074489988239156,3.100488158326584,3.08748907328287
